	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.733333333333	0.758333333333	0.813559322034	0.74	0.807692307692	0.834951456311	0.698113207547	0.741666666667	0.637168141593	0.745283018868	0.769911504425
sample2	0.733333333333	0.0	0.543103448276	0.814814814815	0.813008130081	0.866141732283	0.793103448276	0.784615384615	0.5	0.729927007299	0.735537190083	0.748031496063
sample3	0.758333333333	0.543103448276	0.0	0.81954887218	0.638095238095	0.81512605042	0.787610619469	0.807692307692	0.622950819672	0.69465648855	0.695652173913	0.689075630252
sample4	0.813559322034	0.814814814815	0.81954887218	0.0	0.781818181818	0.821428571429	0.857142857143	0.741379310345	0.813432835821	0.753846153846	0.825	0.824
sample5	0.74	0.813008130081	0.638095238095	0.781818181818	0.0	0.744680851064	0.824742268041	0.842105263158	0.811475409836	0.713043478261	0.73	0.745283018868
sample6	0.807692307692	0.866141732283	0.81512605042	0.821428571429	0.744680851064	0.0	0.821052631579	0.849557522124	0.856	0.773109243697	0.831775700935	0.69
sample7	0.834951456311	0.793103448276	0.787610619469	0.857142857143	0.824742268041	0.821052631579	0.0	0.822429906542	0.822033898305	0.854838709677	0.712765957447	0.754901960784
sample10	0.698113207547	0.784615384615	0.807692307692	0.741379310345	0.842105263158	0.849557522124	0.822429906542	0.0	0.65811965812	0.677685950413	0.831932773109	0.8671875
sample11	0.741666666667	0.5	0.622950819672	0.813432835821	0.811475409836	0.856	0.822033898305	0.65811965812	0.0	0.626984126984	0.689655172414	0.80303030303
sample12	0.637168141593	0.729927007299	0.69465648855	0.753846153846	0.713043478261	0.773109243697	0.854838709677	0.677685950413	0.626984126984	0.0	0.739837398374	0.7421875
sample13	0.745283018868	0.735537190083	0.695652173913	0.825	0.73	0.831775700935	0.712765957447	0.831932773109	0.689655172414	0.739837398374	0.0	0.571428571429
sample14	0.769911504425	0.748031496063	0.689075630252	0.824	0.745283018868	0.69	0.754901960784	0.8671875	0.80303030303	0.7421875	0.571428571429	0.0
