	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample13	sample14
sample1	0.0	0.587412587413	0.3984375	0.668674698795	0.723756906077	0.798882681564	0.712574850299	0.480620155039	0.624113475177	0.55905511811	0.6	0.694805194805	0.771929824561
sample2	0.587412587413	0.0	0.445255474453	0.652941176471	0.748691099476	0.807486631016	0.623456790123	0.612244897959	0.705128205128	0.563909774436	0.503937007874	0.748502994012	0.768361581921
sample3	0.3984375	0.445255474453	0.0	0.658959537572	0.732984293194	0.797872340426	0.638554216867	0.582191780822	0.624161073826	0.573529411765	0.57037037037	0.632258064516	0.71511627907
sample4	0.668674698795	0.652941176471	0.658959537572	0.0	0.690355329949	0.705882352941	0.632768361582	0.656626506024	0.7	0.703703703704	0.725609756098	0.747252747253	0.704918032787
sample5	0.723756906077	0.748691099476	0.732984293194	0.690355329949	0.0	0.752475247525	0.720812182741	0.71978021978	0.641176470588	0.735632183908	0.696428571429	0.760416666667	0.733333333333
sample6	0.798882681564	0.807486631016	0.797872340426	0.705882352941	0.752475247525	0.0	0.770833333333	0.745664739884	0.798882681564	0.763636363636	0.812865497076	0.745762711864	0.744565217391
sample7	0.712574850299	0.623456790123	0.638554216867	0.632768361582	0.720812182741	0.770833333333	0.0	0.738372093023	0.704819277108	0.593103448276	0.619047619048	0.745762711864	0.723756906077
sample8	0.480620155039	0.612244897959	0.582191780822	0.656626506024	0.71978021978	0.745664739884	0.738372093023	0.0	0.767295597484	0.619402985075	0.606060606061	0.73125	0.675
sample9	0.624113475177	0.705128205128	0.624161073826	0.7	0.641176470588	0.798882681564	0.704819277108	0.767295597484	0.0	0.729166666667	0.690647482014	0.632653061224	0.771929824561
sample10	0.55905511811	0.563909774436	0.573529411765	0.703703703704	0.735632183908	0.763636363636	0.593103448276	0.619402985075	0.729166666667	0.0	0.459459459459	0.774193548387	0.740506329114
sample11	0.6	0.503937007874	0.57037037037	0.725609756098	0.696428571429	0.812865497076	0.619047619048	0.606060606061	0.690647482014	0.459459459459	0.0	0.796178343949	0.770186335404
sample13	0.694805194805	0.748502994012	0.632258064516	0.747252747253	0.760416666667	0.745762711864	0.745762711864	0.73125	0.632653061224	0.774193548387	0.796178343949	0.0	0.730994152047
sample14	0.771929824561	0.768361581921	0.71511627907	0.704918032787	0.733333333333	0.744565217391	0.723756906077	0.675	0.771929824561	0.740506329114	0.770186335404	0.730994152047	0.0
