	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample15	sample16
sample1	0.0	0.587412587413	0.3984375	0.668674698795	0.723756906077	0.798882681564	0.712574850299	0.480620155039	0.624113475177	0.55905511811	0.6	0.606896551724	0.694805194805	0.669014084507	0.602836879433
sample2	0.587412587413	0.0	0.445255474453	0.652941176471	0.748691099476	0.807486631016	0.623456790123	0.612244897959	0.705128205128	0.563909774436	0.503937007874	0.581081081081	0.748502994012	0.631944444444	0.605442176871
sample3	0.3984375	0.445255474453	0.0	0.658959537572	0.732984293194	0.797872340426	0.638554216867	0.582191780822	0.624161073826	0.573529411765	0.57037037037	0.541095890411	0.632258064516	0.620689655172	0.604026845638
sample4	0.668674698795	0.652941176471	0.658959537572	0.0	0.690355329949	0.705882352941	0.632768361582	0.656626506024	0.7	0.703703703704	0.725609756098	0.603658536585	0.747252747253	0.721893491124	0.674556213018
sample5	0.723756906077	0.748691099476	0.732984293194	0.690355329949	0.0	0.752475247525	0.720812182741	0.71978021978	0.641176470588	0.735632183908	0.696428571429	0.67955801105	0.760416666667	0.737430167598	0.685393258427
sample6	0.798882681564	0.807486631016	0.797872340426	0.705882352941	0.752475247525	0.0	0.770833333333	0.745664739884	0.798882681564	0.763636363636	0.812865497076	0.781420765027	0.745762711864	0.793103448276	0.775280898876
sample7	0.712574850299	0.623456790123	0.638554216867	0.632768361582	0.720812182741	0.770833333333	0.0	0.738372093023	0.704819277108	0.593103448276	0.619047619048	0.614906832298	0.745762711864	0.670886075949	0.62893081761
sample8	0.480620155039	0.612244897959	0.582191780822	0.656626506024	0.71978021978	0.745664739884	0.738372093023	0.0	0.767295597484	0.619402985075	0.606060606061	0.64	0.73125	0.673611111111	0.627586206897
sample9	0.624113475177	0.705128205128	0.624161073826	0.7	0.641176470588	0.798882681564	0.704819277108	0.767295597484	0.0	0.729166666667	0.690647482014	0.606896551724	0.632653061224	0.74	0.737179487179
sample10	0.55905511811	0.563909774436	0.573529411765	0.703703703704	0.735632183908	0.763636363636	0.593103448276	0.619402985075	0.729166666667	0.0	0.459459459459	0.459677419355	0.774193548387	0.609375	0.52380952381
sample11	0.6	0.503937007874	0.57037037037	0.725609756098	0.696428571429	0.812865497076	0.619047619048	0.606060606061	0.690647482014	0.459459459459	0.0	0.527131782946	0.796178343949	0.525	0.5546875
sample12	0.606896551724	0.581081081081	0.541095890411	0.603658536585	0.67955801105	0.781420765027	0.614906832298	0.64	0.606896551724	0.459677419355	0.527131782946	0.0	0.748502994012	0.668918918919	0.556338028169
sample13	0.694805194805	0.748502994012	0.632258064516	0.747252747253	0.760416666667	0.745762711864	0.745762711864	0.73125	0.632653061224	0.774193548387	0.796178343949	0.748502994012	0.0	0.80487804878	0.763636363636
sample15	0.669014084507	0.631944444444	0.620689655172	0.721893491124	0.737430167598	0.793103448276	0.670886075949	0.673611111111	0.74	0.609375	0.525	0.668918918919	0.80487804878	0.0	0.577777777778
sample16	0.602836879433	0.605442176871	0.604026845638	0.674556213018	0.685393258427	0.775280898876	0.62893081761	0.627586206897	0.737179487179	0.52380952381	0.5546875	0.556338028169	0.763636363636	0.577777777778	0.0
