	MCT.f.0241	MCT.f.0242	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0241	0.0	0.522727272727	0.763636363636	0.818181818182	0.789915966387	0.838709677419	0.798165137615	0.724770642202	0.765217391304	0.739130434783	0.773195876289
MCT.f.0242	0.522727272727	0.0	0.796460176991	0.849557522124	0.758620689655	0.838709677419	0.798165137615	0.758928571429	0.765217391304	0.752688172043	0.81
MCT.f.0243	0.763636363636	0.796460176991	0.0	0.866666666667	0.880597014925	0.86	0.798245614035	0.632075471698	0.825396825397	0.815533980583	0.78640776699
MCT.f.0244	0.818181818182	0.849557522124	0.866666666667	0.0	0.747826086957	0.863157894737	0.860869565217	0.758928571429	0.826446280992	0.873786407767	0.855769230769
MCT.f.0245	0.789915966387	0.758620689655	0.880597014925	0.747826086957	0.0	0.803921568627	0.801652892562	0.832061068702	0.607142857143	0.818181818182	0.823008849558
MCT.f.0247	0.838709677419	0.838709677419	0.86	0.863157894737	0.803921568627	0.0	0.775280898876	0.852941176471	0.834951456311	0.810126582278	0.845238095238
MCT.f.0249	0.798165137615	0.798165137615	0.798245614035	0.860869565217	0.801652892562	0.775280898876	0.0	0.782608695652	0.818181818182	0.768421052632	0.775510204082
MCT.f.0250	0.724770642202	0.758928571429	0.632075471698	0.758928571429	0.832061068702	0.852941176471	0.782608695652	0.0	0.811023622047	0.809523809524	0.803738317757
MCT.f.0252	0.765217391304	0.765217391304	0.825396825397	0.826446280992	0.607142857143	0.834951456311	0.818181818182	0.811023622047	0.0	0.757281553398	0.775700934579
MCT.f.0254	0.739130434783	0.752688172043	0.815533980583	0.873786407767	0.818181818182	0.810126582278	0.768421052632	0.809523809524	0.757281553398	0.0	0.846153846154
MCT.f.0255	0.773195876289	0.81	0.78640776699	0.855769230769	0.823008849558	0.845238095238	0.775510204082	0.803738317757	0.775700934579	0.846153846154	0.0
