	MCT.f.0206	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0206	0.0	0.877192982456	0.785123966942	0.873134328358	0.900900900901	0.862068965517	0.825242718447	0.848484848485	0.892156862745	0.886363636364	0.822222222222
MCT.f.0209	0.877192982456	0.0	0.853260869565	0.83152173913	0.822784810127	0.920529801325	0.865030674847	0.858974358974	0.940119760479	0.934210526316	0.820105820106
MCT.f.0211	0.785123966942	0.853260869565	0.0	0.881578947368	0.853658536585	0.87619047619	0.793103448276	0.67	0.890756302521	0.83	0.763888888889
MCT.f.0213	0.873134328358	0.83152173913	0.881578947368	0.0	0.739130434783	0.826923076923	0.883720930233	0.867768595041	0.912	0.889908256881	0.761904761905
MCT.f.0214	0.900900900901	0.822784810127	0.853658536585	0.739130434783	0.0	0.851851851852	0.789473684211	0.838709677419	0.836956521739	0.739726027397	0.8046875
MCT.f.0215	0.862068965517	0.920529801325	0.87619047619	0.826923076923	0.851851851852	0.0	0.878048780488	0.881578947368	0.849315068493	0.830508474576	0.828828828829
MCT.f.0216	0.825242718447	0.865030674847	0.793103448276	0.883720930233	0.789473684211	0.878048780488	0.0	0.873684210526	0.808988764045	0.802631578947	0.774193548387
MCT.f.0218	0.848484848485	0.858974358974	0.67	0.867768595041	0.838709677419	0.881578947368	0.873684210526	0.0	0.946808510638	0.88	0.8671875
MCT.f.0219	0.892156862745	0.940119760479	0.890756302521	0.912	0.836956521739	0.849315068493	0.808988764045	0.946808510638	0.0	0.68253968254	0.829268292683
MCT.f.0220	0.886363636364	0.934210526316	0.83	0.889908256881	0.739726027397	0.830508474576	0.802631578947	0.88	0.68253968254	0.0	0.837837837838
MCT.f.0221	0.822222222222	0.820105820106	0.763888888889	0.761904761905	0.8046875	0.828828828829	0.774193548387	0.8671875	0.829268292683	0.837837837838	0.0
